ID,转发数,评论数,发表时间,性别,粉丝数,状态数,正文
100290,0,0,20141019 10:44:29,f,709,5664,天气真好不出门对不起太阳当前上海多云，24℃，西风2级，湿度60%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20141031 12:07:49,f,709,5661,@上海地铁shmetro 『上海全部地铁换乘和时间全表』http://t.cn/R7NYgV3
100290,0,0,20141008 07:54:24,f,709,5664,当前上海多云，19℃，东北风1级，湿度66%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20140921 17:55:42,f,709,5664,当前上海多云，24℃，东南风2级，湿度66%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20150208 12:26:17,f,709,5664,当前上海多云，4℃，东风1级，湿度43%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20140924 09:43:43,f,709,5660,http://t.cn/RhWeDar上海公交延长运行
100290,0,0,20150201 16:05:53,f,709,5661,当前上海小雨，5℃，北风0级，湿度67%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20141016 08:37:08,f,709,5664,污染当前上海多云，17℃，西风1级，湿度62%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100291,0,1,20140922 18:41:30,f,311,1150,台风 加油！！我在上海等你！[太阳][太阳] http://t.cn/Rh0fZKf
100292,0,0,20150317 22:27:02,f,1173,4724,高峰时段的上海确实拥挤，在旮旯角落赶赴这场约会，用了一个半小时，先滴滴，后地铁，再步行，外滩花园酒店坐落在南京路边，走几步就是外滩了，它闹中取静，旁边是教堂，在草地灯的反射中，更加显得妩媚和大气，站在草地上，四周是魔都的霓虹迷离，觉得没有一点的实在和归属感，小城市来的确实孤陋寡闻
100293,0,0,20150308 20:36:27,f,124,179,已回上海，明儿，上班，心情极度酸爽！不想发到微信里让领导瞅见，容我发发牢骚！万恶的三号线[怒骂]
100294,0,0,20150314 21:12:25,f,171,26582,欧妈妈以后怎么乘地铁23333//@水母www: 总觉得魔都不会好了（抚额 //@上海地铁shmetro:【地铁眼：地铁报站Duang不停】被无数条上海地铁之音密集“碾”过！不要拒绝，速点链接，保证不会后悔。【点评】一个字：咋那么爽！
100295,0,0,20141029 14:05:20,f,236,637,醒来时才知道外面毛毛细雨，上海开始凉了…不知道何时，习惯了上海的潮湿…确定，很多故事发生在雨季里。毫无头绪的提纲，在雨中发呆蹦出…提案，原不知…原不知为何那般钟意毛衣的荼靡，原不知长发及腰尽是少女情怀，原不知一个人走的终究比两个人久，原不知我已五五年华老去…
100295,0,0,20150123 16:24:08,f,236,637,上海天气真好啊。我快累死了，赶紧打报告，回家洗洗澡，睡会，晚上和妖姐大餐哦💤💤💤💤 http://t.cn/RZHauGo
100296,0,0,20150102 16:47:03,m,23,82,我不喜欢人多拥挤的地方，如果遇到的话想办法靠边上点，或者改道呗，//【上海外滩踩踏事件首批32位遇难者名单公布(表)】  http://t.cn/RZbWADt
100297,0,0,20141124 11:48:01,f,82,154,正從上海國際機場接到我們的客人，往回趕，但有:中雨，擔心路上堵車。希望一路順利。
100298,0,0,20150101 21:36:45,f,141,478,#上海外滩踩踏事故#在默哀的同时，也请允许我自私的说一句，小雨，你没事就好
100299,0,0,20140716 08:17:28,m,399,6962,分享网易新闻:「网曝上海地铁一女子车厢当众小便」 http://t.cn/RP79h1k @网易新闻客户端
100300,1,4,20150105 19:28:48,m,785,6536,终于要下雪了……//@头条新闻:[话筒]江苏上海安徽将迎降雪
100301,0,0,20140920 22:16:22,m,2390,1849,今晚这场足球广州恒大对上海申鑫，先输后嬴，结果是2：1，但是不过这场球打的不那些精彩，特别是那个曾诚好像没神一样。
100302,0,0,20150101 07:17:27,m,5581,32716,"[蜡烛]//@叶青: //@政务新媒体学院:2015跨年夜，上海外滩发生拥挤踩踏事故酿人间惨剧，目前已致35死43伤。@上海发布 已将头像变成黑色。[蜡烛]"
100303,0,0,20150121 00:49:19,m,116,522,幽默的36//新浪网友:神奇的36//【上海外滩拥挤踩踏事件调查报告明日公布】  http://t.cn/RZlZTIQ
100304,0,0,20150202 21:01:40,f,962,1394,#襄阳事儿# 目前，吉祥航空公司执飞的襄阳至上海航线，每周一至周日均有航班，全价机票为1080元/人。为方便旅客春运出行，该公司决定在襄阳至上海航线推出特价票，最低3折起售。襄阳机 场提醒：该航线特价票出票时间段为2月 15日至2月19日、2月21日至3月3日， 且须提前14天购买。 http://t.cn/RZkTm1H
100305,0,0,20140729 11:56:36,m,430,1032,上海高架在早晚高峰时间对于外地牌的车是有限制的，高架上匝道口有提示的，你没看？那是你的问题，违章了，该罚。
100306,0,4,20141102 18:22:07,m,170,1267,推荐西上海不错的大型休闲公园，上海汽车博览公园。今天骑行🚲路上无意发现，很适合绿营，慢跑，骑行。🚇11号线上海汽车城站下步行即可。自驾也方便，博园路于田路即到，G20安亭出口。👇是我拍摄的日落湖面[耶]
100307,0,0,20141023 16:40:08,f,89,337,#上海地铁色狼#
100308,1,0,20140806 23:32:41,f,449,2592,居然麻烦地铁员工了。。。事情有点大嘛好像是可以进去了//@晷龟ysrael_:不是6点清场关门吗PO主也是厉害出站翻进去啊？//@Leviathan_北夏川: 原po真的是无聊，能按造谣抓进去蹲几天么，@地铁族-上海区:原来在公园睡一夜啊！中山公园晚上关闭前不进行清场吗？！上海四号线的员工为你翻遍整个车库！
100309,0,0,20150219 23:04:11,f,17,117,羊年的第一天上海难得地以PM2.5为45的空气质量示人，真是新年新气象啊
100310,0,1,20141202 19:33:07,m,338,2046,第一次乘春秋的航班,感觉就像最廉价的乡间巴士,座位拥挤,空姐难看,同排及前排十几个操上海话的男女一直大声喧哗,并在起飞不久开始打牌,赌钱,后排一个女人带了一个两岁男孩,一路上小孩哭闹,大人叫,然后就是乘务员卖各种东西,唯一不如乡间巴士的是,还不能中途下 http://t.cn/8FeXosc
100311,0,0,20150104 08:31:06,m,1230,3917,上海外滩踩踏事故让我们心痛的同时，也再次提醒我们安全的重要性。节假日期间如何做到安全出行？请仔细阅读警察蜀黍的十项提示。注意安全，才能平安，才能快乐过节，才能与家人团团圆圆。
100312,0,0,20141102 22:24:00,f,51,564,上海 拥堵排行。实时最堵：芳甸路,从龙阳路到杨高中路http://t.cn/R79w8dz #高德地图# 
100313,0,0,20150419 22:06:24,m,7058,1666,分享图片【上海自然博物馆新馆】今天上海自然博物馆新馆开馆。人特多，为防止拥挤、踩踏等恶性事件发生，上海警方出动了大批警力，连特警也出动了！
100314,0,0,20140915 12:19:49,f,115,535,我能提个建议不？上海地铁真心冷，是不是有点浪费了？😪
100315,0,0,20150111 11:52:29,m,27,276,杀富济贫的政策！出租车司机、打车者都是穷人。富人的利益永远不能触及。//【上海出租车涨价听证多数人支持起步涨1元】  http://t.cn/RZJF4Nm
100316,0,0,20141123 17:00:59,m,1799,13226,转 // #我在看新闻# 《上海至少一半停车费去向不明》  根据规定，停车企业会将收费全部上缴财政，再进行返还。 http://t.cn/Rzy128E 来自@腾讯新闻客户端
100317,1,1,20150227 17:22:21,m,43,122,上海LPG燃气助动车维权之一 http://t.cn/R7TvBtQ（分享自 @优酷）
100318,0,0,20140723 12:03:42,f,205,959,麦德姆台风来啦//@央视新闻:【上海停运19趟动车 北京停运2趟动车】受"麦德姆"影响，今天上海虹桥站开往福、厦、深的19趟沿海铁路动车组停运；北京南开往福州的G55次列车、北京南开往厦门北的G165次列车停运。已购买停运列车车票者可于5日内持车票到车站窗口退票；网购且未换纸质车票者可网上退票。
100319,0,0,20150106 09:40:43,f,102,365,上海地铁一号线乘客让座未道谢又夺回座位 （分享自 @搜狐视频） http://t.cn/RZVPTJ2 
100320,0,0,20150218 22:24:13,f,872,7099,我在上海浦东国际机场T2航站楼。大年夜出行的人也不少！什么都要排队！ http://t.cn/RwiZL4y
100321,0,0,20150404 20:17:11,m,1634,8744,恐吓有用吗？ //@新民晚报新民网:按照规定，从事上海市出租行业的驾驶员，除有身体状况、学历年龄等基本要求外，还必须是无相关犯罪记录且5年内未被执法部门吊销过营运资质的人员。而此前滴滴、快的发布的专车安全保障标准也写明，“对驾驶员进行无犯罪记录检查和交通违章检查。”
100321,0,0,20150404 20:17:11,m,1634,8743,恐吓有用吗？ //@新民晚报新民网:按照规定，从事上海市出租行业的驾驶员，除有身体状况、学历年龄等基本要求外，还必须是无相关犯罪记录且5年内未被执法部门吊销过营运资质的人员。而此前滴滴、快的发布的专车安全保障标准也写明，“对驾驶员进行无犯罪记录检查和交通违章检查。”
100322,0,2,20140822 18:33:43,f,440,4157,现在的十号线热死人了@上海地铁shmetro 
100323,0,0,20140721 15:29:59,m,1235,19972,[弱] //【上海一路段公交等数车相撞 致十余人受伤】http://t.cn/RPLy2jF (分享自 @今日头条)
100323,0,0,20140706 20:03:44,m,1235,19972,[弱] //【上海地铁“色狼”遭人肉后自首 系国企党办副主任】http://t.cn/RvdpGBK (分享自 @今日头条)
100323,0,0,20140710 19:57:33,m,1235,19972,[弱] //【上海再曝地铁咸猪手视频 事发1号线往火车站方向】http://t.cn/Rvksb3V (分享自 @今日头条)
100324,0,0,20141113 15:16:30,f,97,636,我还记得有次上海下暴雨，坐着公交车看到外面路边都积水了，有个大爷环卫工在排水口那儿掏堵塞的垃圾。很心酸。其实我们只要花小小力气把垃圾扔到垃圾桶里，就是给他们减少了很多工作。开车的人完全可以在车里自备垃圾袋，不过是举手之劳而已。 //@安徽卫视:【看着她手中的烟盒 环卫工们流泪了…】被撞
100325,0,1,20141122 12:29:33,m,360,419,CC业务：苹果6、5s全系列货源供应，支持批发零售，深圳、上海网点均有现货。微信手机📱13816848348，上海专车送货上门[害羞]
100326,0,0,20150428 21:45:28,f,32,67,为孩子点赞。今天早上刚从上海返回济南。有些年轻人确实．．,虽然也理解他们工作压力太大需要多休息。27日带孩子乘坐2号线在广兰换乘时一年轻小伙子连推带搡把我和孩子分开抢先坐下，最可气的是还把包放在位子上阻止别人坐并高呼同行一年人来坐。旁边就站着一白发老人. 与这些男孩相比素质相差太大。
100327,0,0,20140922 12:34:56,f,1986,874,红色交通线 今日展新颜-闽西新闻网 闽西在1930年底建成并长期保持畅通的从上海到瑞金（福建境内途经永定、上杭、长汀）的中央红色交通线，在护送领导干部、运送紧缺物资、传送情报文件等方面发挥了重要作用。 http://t.cn/Rhp1fIs 
100328,0,0,20150113 11:55:04,m,127,71,#知趣天气#上海,7°,多云转阴,东北风微风。 
100329,0,0,20150427 14:56:11,f,186,1399,//@无敌小猫咪51:急需支援，有能力的帮帮忙[话筒][话筒][话筒]现场急需笼子、猫粮、帐篷[给力][抓狂][伤心]急需您的支援、支持，地址：沪杭高速枫泾出口，往枫泾镇方向，过枫泾镇出上海界后约5分钟车程。猫咪停放位置见下图，违章汽车停放处，志愿者也可到魏塘派出所。
100330,0,1,20141230 21:12:38,f,366,749,没减，奶奶的//【支付宝钱包联手上海强生出租 乘车可享3元优惠】  http://t.cn/RhipH85
100331,0,0,20140813 11:36:09,m,319,2703,上海牌照在外地超速违章可以付罚款的地方有哪些？在线等蛮急的。
100332,0,0,20140801 23:20:12,m,1201,16977,//@魔都乡下coser_再柚子_Shamater:自从有了魔都大结界。。我就再也没见过台风！ //@aji菊花:双台风要放过上海情侣了？//@希洛依kuma:毕竟是魔都//@王先生假装懂很多: 哈哈哈哈哈 我就知道
100332,0,6,20140712 21:03:17,m,1201,16977,听说上海现在雷暴雨…
100333,1,0,20150428 18:25:37,m,4093,10101,这类家庭成长起来的小孩，将来会是怎样… //@新民周刊杨江:上海地铁里常年活跃着一批来自甘肃岷县的乞讨人员，也是南京这般，领着自己的亲生子女。我采访过两对夫妻，都是85后，身体健壮，乞讨的原因是觉得打工苦，地铁乞讨来钱快，而且有空调，地铁管理部门没有办法只好请进来“学习”，晚上下班再让
100334,0,0,20140706 22:11:13,m,80,957,[围观]//@上海热门资讯:【上海地铁“色狼”遭人肉后联系警方 系国企党办副主任】根据网友人肉，男子姓王、已婚，是上海某国有旅行社党办副主任。遭网友人肉后，王姓男子在公司领导的陪同下，前往公安机关说明情况，他否认对女乘客实施了骚扰行为，解释称“睡觉不小心碰到的”。via新闻晨报
100335,0,0,20141005 21:17:49,m,52,958,发表了博文《去儿子的新家》开车去地处上海浦东的儿子新家，或许不是国庆长假的头尾，G60高速没有出现媒体报道的堵车情况，原本十分拥堵的S20路段也相当通畅，由于高速免收费，来回省下90元的过路费，享受了http://t.cn/RhdRB5t
100336,0,0,20141202 19:11:45,f,235,2179,#墨迹天气#上海，【今天】晴，2℃~8℃，西风1级；【明天】小雨，2℃~8℃，微风。 http://t.cn/Rz2EglF冷了该怎么办？[悲伤] 
100337,0,0,20150406 10:35:11,m,29,1439,上海也是，很多马路被莫名占为停车场。收费不薄。去向不明。 //@任志强:政府信息不公开？ //@赵晓:北京武爷？ //@刘桂明:不敢说，说不清。//@张晨初艺术空间: [话筒]//@浩正刘臻: [话筒]停车费去哪了？ //@一线:[话筒]
100338,0,0,20140715 06:23:18,f,8046,6057,睡的满头大汗，梦的乱七八糟。又要飞，上海天气如何？要凉快一点, 晚上去吃生蚝吧，想了～ 
100339,0,2,20140730 20:32:52,m,61,112,我评论了新闻【上海地铁两女子因插队受阻围殴怒咬男乘客】：上星期二早上，本人在11号线上遇到一外地男人，一上车就睡觉，后来渐渐靠在我身上，我推了二次，当第三次推他时，外地人凶狠咆哮，蛮不讲理，简直不可理喻。 http://t.cn/RPfOgFJ
100340,0,0,20150306 09:22:15,f,471,421,消息面，周五对大盘走势有影响力的信息有： 1.中国电子将探索混改 推进集成电路资产证券化（600171上海贝岭、600775南京熊猫、600707彩虹股份） 2.交通部关注百姓出行 网络租车迎发展机遇（300209天泽信息、002368太极股份）
